time,CTWS AVG,HTWS AVG,OA Wetbulb Temp
47940, 59.7, 60.33, 49.4
48000, 59.7, 60.33, 49.8
48060, 59.7, 60.33, 50.1
48120, 59.7, 60.33, 50
48180, 59.8, 60.33, 49.8
48240, 59.8, 60.38, 49.6
48300, 59.8, 60.38, 49.6
48360, 59.8, 60.38, 49.7
48420, 59.8, 60.51, 49.7
48480, 59.8, 60.82, 49.7
48540, 59.8, 61.16, 49.7
48600, 59.8, 61.46, 49.7
48660, 59.8, 61.61, 49.7
48720, 59.8, 61.61, 49.7
48780, 59.8, 61.54, 49.9
48840, 59.8, 61.39, 50.3
48900, 59.8, 61.21, 50.5
48960, 59.8, 60.98, 50.3
49020, 59.8, 60.86, 50.1
49080, 59.8, 60.86, 50.1
49140, 59.8, 60.86, 50.1
49200, 59.8, 60.86, 50
49260, 59.8, 61.02, 49.9
49320, 59.8, 61.16, 49.9
49380, 59.8, 61.31, 50
49440, 59.8, 61.42, 50.3
49500, 59.8, 61.42, 50.3
49560, 59.8, 61.37, 50.1
49620, 59.8, 61.31, 50.2
49680, 59.8, 61.19, 50.4
49740, 59.8, 61.08, 50.5
49800, 59.8, 61.08, 50.6
49860, 59.9, 61.08, 50.6
49920, 59.9, 61.36, 50.6
49980, 59.9, 61.61, 50.7
50040, 59.9, 61.86, 51
50100, 60, 62, 51.2
50160, 60.2, 62.07, 51.1
50220, 60.3, 62.07, 51.4
50280, 60.4, 62.07, 51.2
50340, 60.5, 62.01, 50.9
50400, 60.5, 62.01, 50.7
50460, 60.5, 61.96, 50.7
50520, 60.4, 62.02, 51
50580, 60.3, 62.13, 51.2
50640, 60, 62.31, 51
50700, 59.9, 62.53, 50.8
50760, 60, 62.64, 50.8
50820, 60.1, 62.77, 50.7
50880, 60.2, 62.77, 50.7
50940, 60.4, 62.77, 50.7
51000, 60.5, 62.72, 50.7
51060, 60.6, 62.66, 50.7
51120, 60.8, 62.66, 50.7
51180, 60.9, 62.61, 50.8
51240, 61, 62.61, 51.2
51300, 61.2, 62.75, 51.5
51360, 61.3, 63.26, 51.3
51420, 61.4, 63.81, 51.3
51480, 61.5, 64.25, 51.3
51540, 61.6, 64.66, 51.2
51600, 61.7, 65.1, 51.3
51660, 61.7, 65.41, 51.3
51720, 61.7, 65.41, 51.6
51780, 61.6, 65.17, 51.7
51840, 61.6, 64.87, 51.6
51900, 61.8, 64.58, 51.4
51960, 62, 64.46, 51.7
52020, 62.1, 64.33, 51.6
52080, 62.2, 64.33, 51.2
52140, 62.4, 64.33, 51.2
52200, 62.3, 64.33, 51.3
52260, 62.2, 64.49, 51.5
52320, 62, 64.63, 51.7
52380, 61.9, 64.63, 52
52440, 61.9, 64.5, 52.2
52500, 61.9, 64.35, 52.6
52560, 61.9, 64.14, 52.4
52620, 61.9, 64, 51.9
52680, 61.9, 63.93, 51.8
52740, 61.9, 63.88, 52
52800, 61.9, 63.88, 52.1
52860, 61.9, 63.88, 52
52920, 61.9, 63.88, 52
52980, 61.9, 63.88, 51.9
53040, 61.9, 63.88, 51.9
53100, 61.9, 63.88, 51.9
53160, 61.9, 63.88, 52
53220, 61.9, 63.88, 52
53280, 61.9, 63.88, 52.2
53340, 61.9, 63.88, 52.4
53400, 61.9, 63.88, 52.4
53460, 61.8, 63.95, 52.4
53520, 61.7, 64.1, 52.4
53580, 61.7, 64.21, 52.4
53640, 61.7, 64.21, 52.3
53700, 61.7, 64.21, 52.2
53760, 61.7, 64.21, 52.1
53820, 61.7, 64.21, 52.1
53880, 61.7, 64.21, 52.1
53940, 61.7, 64.21, 52.2
54000, 61.8, 64.21, 52.2
54060, 61.8, 64.21, 52.5
54120, 61.8, 64.07, 52.6
54180, 61.8, 63.9, 52.8
54240, 61.7, 63.68, 52.6
54300, 61.7, 63.54, 52.4
54360, 61.7, 63.35, 52.4
54420, 61.6, 63.29, 52.3
54480, 61.6, 63.29, 52.3
54540, 61.4, 63.67, 52.4
54600, 61.3, 64.21, 52.6
54660, 61.2, 64.87, 52.5
54720, 61.2, 65.57, 52.8
54780, 61.2, 66.15, 53.2
54840, 61.2, 66.56, 53.2
54900, 61.1, 66.56, 53.2
54960, 61.3, 66.22, 53.3
55020, 61.6, 65.58, 53.4
55080, 62, 64.88, 53.1
55140, 62.4, 64.39, 53.1
55200, 62.8, 64.26, 53.2
55260, 63.2, 64.26, 53.4
55320, 63.5, 64.71, 53.5
55380, 63.5, 65.31, 53.6
55440, 63.4, 65.96, 53.6
55500, 63.1, 66.52, 53.5
55560, 62.9, 66.87, 53.5
55620, 62.7, 66.87, 53.4
55680, 62.5, 66.82, 53.1
55740, 62.3, 66.39, 53.1
55800, 62.3, 65.88, 53
55860, 62.4, 65.38, 52.9
55920, 62.7, 64.99, 52.8
55980, 62.9, 64.87, 53.1
56040, 63.1, 64.81, 53.4
56100, 63.1, 64.93, 53.3
56160, 63.2, 65.25, 53.2
56220, 63.1, 65.5, 52.8
56280, 63, 65.61, 52.7
56340, 62.9, 65.75, 52.7
56400, 62.8, 65.75, 52.8
56460, 62.8, 65.47, 52.9
56520, 62.7, 65.16, 53
56580, 62.7, 64.79, 53.1
56640, 62.6, 64.47, 53
56700, 62.6, 64.19, 52.9
56760, 62.5, 64.06, 53
56820, 62.4, 63.92, 53.4
56880, 62.4, 63.92, 53.9
56940, 62.4, 63.97, 53.9
57000, 62.4, 64.22, 53.6
57060, 62.3, 64.51, 53.2
57120, 62.2, 64.87, 52.9
57180, 62.1, 65.27, 52.9
57240, 62, 65.67, 53.4
57300, 62, 65.92, 53.8
57360, 61.9, 65.92, 53.8
57420, 61.9, 65.8, 53.9
57480, 61.9, 65.44, 53.6
57540, 61.9, 65.04, 53.3
57600, 62, 64.69, 53.6
57660, 62.1, 64.49, 53.7
57720, 62.3, 64.42, 53.4
57780, 62.5, 64.63, 53.2
57840, 62.3, 65.04, 53.2
57900, 62.3, 65.47, 53.3
57960, 62.4, 65.82, 53.3
58020, 62.7, 65.92, 53.3
58080, 62.8, 66.03, 53.1
58140, 62.8, 66.03, 53.1
58200, 62.8, 66.03, 53.1
58260, 62.9, 66.16, 53.5
58320, 62.9, 66.22, 53.8
58380, 62.9, 66.33, 54.1
58440, 63.1, 66.33, 54
58500, 63.1, 66.18, 53.9
58560, 63.1, 65.88, 54.1
58620, 63.2, 65.74, 54
58680, 63.3, 65.68, 53.8
58740, 63.3, 65.68, 53.4
58800, 63.3, 65.83, 53.2
58860, 63.3, 65.96, 53.3
58920, 63.3, 65.96, 53.6
58980, 63.3, 66.02, 53.3
59040, 63.3, 66.02, 53
59100, 63.3, 66.02, 53
59160, 63.3, 66.02, 53.2
59220, 63.1, 66.02, 53
59280, 63.1, 65.96, 53.1
59340, 63.1, 65.82, 53.4
59400, 63.1, 65.7, 53.8
59460, 63.1, 65.7, 53.9
59520, 63.2, 65.7, 53.9
59580, 63.2, 65.7, 53.7
59640, 63.2, 65.7, 53.5
59700, 63.2, 65.7, 53.6
59760, 63.2, 65.86, 53.9
59820, 63.2, 66.2, 53.8
59880, 63, 66.47, 53.6
59940, 63, 66.71, 53.5
60000, 63, 66.82, 53.6
60060, 63, 66.82, 54.1
60120, 63, 66.66, 54.4
60180, 63.1, 66.32, 54.3
60240, 63.1, 66.09, 54.2
60300, 63.4, 65.88, 54.1
60360, 63.5, 65.75, 54
60420, 63.6, 65.68, 53.8
60480, 63.6, 65.63, 53.6
60540, 63.6, 65.49, 53.5
60600, 63.5, 65.37, 53.3
60660, 63.3, 65.29, 53.2
60720, 63.1, 65.17, 53
60780, 63, 65.04, 53
60840, 62.8, 64.87, 53.1
60900, 62.8, 64.76, 53
60960, 62.7, 64.76, 53
61020, 62.6, 64.76, 53
61080, 62.5, 64.76, 52.9
61140, 62.4, 64.94, 52.9
61200, 62.4, 65.15, 52.9
61260, 62.3, 65.43, 53
61320, 62.3, 65.79, 53
61380, 62.2, 66.22, 53.2
61440, 62, 66.61, 53.6
61500, 62, 66.73, 53.8
61560, 62, 66.78, 53.8
61620, 62, 66.49, 53.4
61680, 62.3, 66.06, 53.3
61740, 62.6, 65.68, 53.1
61800, 62.8, 65.49, 52.9
61860, 62.9, 65.43, 52.9
61920, 62.9, 65.5, 53.1
61980, 63, 65.74, 53.2
62040, 63, 65.87, 53.1
62100, 62.9, 65.94, 53.1
62160, 62.8, 65.94, 53.2
62220, 62.5, 65.66, 53.3
62280, 62.5, 65.22, 53.3
62340, 62.3, 64.73, 53.2
62400, 62.3, 64.28, 53.2
62460, 62.2, 63.91, 53.4
62520, 62.1, 63.63, 53.6
62580, 62.1, 63.53, 53.6
62640, 61.9, 63.53, 53.5
62700, 61.6, 63.82, 53.6
62760, 61.6, 64.22, 53.5
62820, 61.5, 64.78, 53.3
62880, 61.4, 65.33, 53.7
62940, 61.2, 65.57, 54.3
63000, 61.1, 65.63, 54.1
63060, 61.1, 65.38, 54
63120, 61.1, 65.08, 53.7
63180, 61.1, 64.81, 53.6
63240, 61.1, 64.58, 53.9
63300, 61.3, 64.43, 54.1
63360, 61.6, 64.43, 53.9
63420, 61.8, 64.55, 53.7
63480, 61.9, 64.83, 53.6
63540, 62.1, 65, 53.9
63600, 62.1, 65.28, 54.1
63660, 62.2, 65.4, 54.2
63720, 62.2, 65.55, 54.1
63780, 62.2, 65.65, 54
63840, 62.2, 65.65, 54
63900, 62.3, 65.65, 53.9
63960, 62.4, 65.65, 53.7
64020, 62.4, 65.65, 53.7
64080, 62.4, 65.65, 53.7
64140, 62.5, 65.82, 53.6
64200, 62.5, 66, 53.6
64260, 62.6, 66.23, 53.6
64320, 62.6, 66.4, 53.7
64380, 62.7, 66.6, 53.9
64440, 62.6, 66.77, 54
64500, 62.6, 66.77, 53.8
64560, 62.5, 66.77, 53.9
64620, 62.5, 66.56, 53.9
64680, 62.5, 66.19, 54.1
64740, 62.5, 65.78, 54.1
64800, 62.6, 65.42, 54.2
64860, 62.8, 65.3, 54.3
64920, 62.9, 65.16, 54.4
64980, 63, 65.16, 54.4
65040, 63, 65.32, 54.1
65100, 63, 65.62, 53.8
65160, 62.9, 66.04, 53.9
65220, 62.8, 66.74, 54.5
65280, 62.7, 67.71, 54.4
65340, 62.4, 68.68, 54.4
65400, 62.3, 69.37, 54.7
65460, 62.2, 70.42, 54.5
65520, 62.2, 72.07, 54.4
65580, 62.5, 72.6, 54.6
65640, 63.2, 71.84, 54.3
65700, 64, 70.03, 54.1
65760, 64.9, 68.66, 53.9
65820, 65.5, 68.39, 54
65880, 66, 68.9, 54.3
65940, 66.2, 69.65, 54.4
66000, 66.1, 70.2, 54.2
66060, 65.9, 70.2, 54
66120, 65.6, 69.64, 53.7
66180, 65.6, 68.7, 53.6
66240, 65.3, 67.65, 53.5
66300, 65.3, 67.1, 53.5
66360, 65.4, 66.98, 53.5
66420, 65.1, 66.93, 53.5
66480, 65, 66.85, 53.9
66540, 64.8, 66.6, 54.2
66600, 64.8, 66.31, 54.1
66660, 64.8, 66.03, 54.1
66720, 64.8, 65.87, 54.6
66780, 64.8, 65.74, 54.5
66840, 64.8, 65.68, 54.3
66900, 64.7, 65.63, 54
66960, 64.6, 65.63, 53.6
67020, 64.5, 65.48, 53.5
67080, 64.2, 65.32, 53.5
67140, 64.1, 65.14, 53.6
67200, 64.1, 64.99, 54
67260, 64.1, 64.93, 54.3
67320, 64.1, 64.93, 54.5
67380, 64.1, 64.93, 54.2
67440, 64.1, 65.05, 54.3
67500, 64, 65.11, 54
67560, 63.9, 65.11, 53.8
67620, 63.7, 64.91, 54
67680, 63.6, 64.53, 54.3
67740, 63.6, 64.09, 53.9
67800, 63.5, 63.7, 53.6
67860, 63.1, 63.45, 53.9
67920, 62.8, 63.26, 54.1
67980, 62.4, 63.14, 54.2
68040, 62.1, 63.08, 54
68100, 61.7, 62.95, 54.2
68160, 61.5, 62.88, 54.6
68220, 61.3, 62.74, 54.7
68280, 61.2, 62.57, 54.7
68340, 61.2, 62.37, 54.6
68400, 61.3, 62.26, 54.4
68460, 61.4, 62.2, 54.3
68520, 61.7, 62.75, 54.2
68580, 61.9, 63.75, 54.2
68640, 62.1, 64.56, 54.3
68700, 62.2, 65.21, 54.7
68760, 62.5, 65.95, 54.7
68820, 62.6, 66.93, 54.3
68880, 62.9, 67.96, 53.8
68940, 63, 68.78, 53.5
69000, 63.2, 69.08, 53.4
69060, 63.5, 68.85, 53.3
69120, 63.8, 68.13, 53.6
69180, 64.2, 67.21, 53.6
69240, 64.6, 66.33, 53.9
69300, 65.1, 65.7, 53.9
69360, 65.2, 65.36, 53.9
69420, 65.3, 65.24, 53.9
69480, 65, 65.24, 54
69540, 64.4, 65.39, 54.1
69600, 63.9, 65.49, 54.1
69660, 63.5, 65.49, 54.1
69720, 63.1, 65.49, 54
69780, 62.7, 65.54, 54.2
69840, 62.5, 65.61, 54.2
69900, 62.5, 65.61, 54
69960, 62.6, 65.24, 53.8
70020, 62.8, 64.69, 53.6
70080, 63.1, 64.08, 53.7
70140, 63.2, 63.6, 53.9
70200, 63.2, 63.38, 54
70260, 63.2, 63.32, 54.8
70320, 63, 63.88, 54.8
70380, 62.7, 64.85, 54.6
70440, 62.3, 65.98, 55
70500, 61.9, 67.01, 55.4
70560, 61.5, 67.84, 55.7
70620, 61.3, 68.56, 55.3
70680, 61.2, 68.78, 54.6
70740, 61.2, 68.43, 54.2
70800, 61.8, 67.52, 54
70860, 62.6, 66.62, 54.2
70920, 63.6, 66.16, 54
70980, 64.5, 66.21, 53.9
71040, 65.1, 66.76, 53.9
71100, 65.4, 67.25, 54.2
71160, 65.4, 67.36, 54
71220, 65.1, 66.95, 54.1
71280, 64.8, 66.34, 54.2
71340, 64.4, 65.67, 54.4
71400, 64, 65.06, 54.5
71460, 63.6, 64.52, 54.4
71520, 63, 64.08, 54.3
71580, 62.6, 63.76, 54.3
71640, 62.2, 63.65, 54.5
71700, 61.9, 63.71, 54.5
71760, 61.6, 64.3, 54.5
71820, 61.4, 65.48, 54.7
71880, 61.3, 67.24, 54.7
71940, 61.3, 68.67, 54.5
72000, 61.3, 68.92, 54.5
72060, 61.6, 68.24, 54.6
72120, 62.3, 67.15, 54.4
72180, 63.1, 66.12, 54.3
72240, 64, 65.64, 54.2
72300, 64.9, 65.93, 54.1
72360, 65.3, 66.77, 54.1
72420, 65.5, 67.77, 54.1
72480, 65.4, 68.46, 54.1
72540, 64.8, 68.58, 54.1
72600, 64.5, 68.41, 54.1
72660, 64.3, 67.87, 54.1
72720, 64.2, 67.18, 54.1
72780, 64.2, 66.6, 54
72840, 64.2, 66.24, 53.9
72900, 64.2, 66.19, 53.8
72960, 64.2, 66.19, 53.7
73020, 64.1, 66.14, 53.7
73080, 64.1, 66.14, 53.7
73140, 64.1, 66.14, 53.8
73200, 64.1, 66.14, 53.8
73260, 64.1, 66.08, 53.3
73320, 63.9, 66.08, 52.8
73380, 63.9, 65.96, 52.3
73440, 63.8, 65.81, 51.9
73500, 63.7, 65.68, 51.5
73560, 63.7, 65.63, 51.9
73620, 63.6, 65.53, 52.3
73680, 63.5, 65.38, 52.3
73740, 63.5, 65.26, 52.2
73800, 63.5, 65.26, 52
73860, 63.3, 65.21, 52
73920, 63.3, 65.15, 52.2
73980, 63.3, 65.15, 52.3
74040, 63.2, 65.04, 52.5
74100, 63.2, 64.97, 52.5
74160, 63.2, 64.91, 52.4
74220, 63.2, 64.8, 52.3
74280, 63.2, 64.8, 52.2
74340, 63.1, 64.8, 52.1
74400, 63.1, 64.8, 52.1
74460, 63.1, 64.8, 52
74520, 63.1, 64.75, 52
74580, 63.1, 64.7, 51.9
74640, 63.1, 64.7, 51.8
74700, 63, 64.65, 51.8
74760, 63, 64.54, 51.7
74820, 63, 64.54, 51.5
74880, 63, 64.42, 51.3
74940, 62.9, 64.42, 51.3
75000, 62.8, 64.36, 51.3
75060, 62.8, 64.36, 51.1
75120, 62.8, 64.36, 50.9
75180, 62.8, 64.36, 50.8
75240, 62.7, 64.31, 50.9
75300, 62.6, 64.26, 51.3
75360, 62.5, 64.21, 51.6
75420, 62.5, 64.09, 51.8
75480, 62.5, 64.09, 51.5
75540, 62.5, 63.99, 51.4
75600, 62.4, 63.99, 51.5
75660, 62.4, 63.93, 51.5
75720, 62.4, 63.93, 51.3
75780, 62.4, 63.93, 51
75840, 62.4, 63.93, 50.8
75900, 62.4, 63.93, 50.9
75960, 62.4, 63.87, 51
76020, 62.4, 63.76, 51.1
76080, 62.3, 63.71, 51.2
76140, 62.3, 63.57, 50.9
76200, 62.2, 63.57, 50.7
76260, 62.2, 63.46, 50.4
76320, 62.2, 63.46, 50.1
76380, 62.1, 63.46, 50.1
76440, 62.1, 63.46, 50
76500, 62, 63.33, 50.2
76560, 62, 63.21, 50.3
76620, 61.9, 63.1, 50.2
76680, 61.8, 63.1, 50.4
76740, 61.8, 62.98, 50.5
76800, 61.7, 62.83, 50.7
76860, 61.6, 62.69, 50.7
76920, 61.6, 62.62, 50.8
76980, 61.6, 62.56, 51
77040, 61.5, 62.56, 51
77100, 61.3, 62.56, 51
77160, 61.3, 62.56, 51
77220, 61.3, 62.56, 51.1
77280, 61.1, 62.56, 51
77340, 61, 62.56, 50.9
77400, 61, 62.56, 50.9
77460, 61, 62.68, 50.8
77520, 60.8, 62.8, 50.7
77580, 60.8, 62.92, 50.6
77640, 60.7, 62.92, 50.4
77700, 60.5, 63.04, 50
77760, 60.4, 63.18, 49.6
77820, 60.4, 63.3, 49.4
77880, 60.4, 63.3, 49.3
77940, 60.3, 63.45, 49.3
78000, 60.3, 63.3, 49.5
78060, 60.3, 63.16, 49.8
78120, 60.4, 63.09, 50.1
78180, 60.4, 63.04, 50.2
78240, 60.5, 63.04, 50.2
78300, 60.5, 63.17, 50.1
78360, 60.5, 63.43, 50
78420, 60.5, 63.62, 50.1
78480, 60.5, 63.7, 50.1
78540, 60.5, 63.57, 50
78600, 60.5, 63.39, 49.9
78660, 60.5, 62.99, 49.6
78720, 60.5, 62.69, 49.4
78780, 60.5, 62.45, 49.5
78840, 60.5, 62.28, 49.6
78900, 60.4, 62.22, 49.8
78960, 60.4, 62.16, 49.8
79020, 60.4, 62.05, 49.7
79080, 60.2, 61.92, 49.6
79140, 60.1, 61.79, 49.7
79200, 59.9, 61.69, 49.7
79260, 59.8, 61.62, 49.7
79320, 59.7, 61.51, 49.7
79380, 59.6, 61.51, 49.7
79440, 59.4, 61.51, 49.7
79500, 59.3, 61.77, 49.6
79560, 59.2, 62.2, 49.4
79620, 59.2, 62.47, 49.4
79680, 59.1, 62.47, 49.4
79740, 59, 62.28, 49.4
79800, 59, 61.97, 49.5
79860, 58.9, 61.68, 49.4
79920, 59.1, 61.43, 49.4
79980, 59.3, 61.27, 49.4
80040, 59.4, 61.07, 49.4
80100, 59.6, 60.93, 49.4
80160, 59.6, 60.93, 49.4
80220, 59.8, 61.08, 49.4
80280, 59.8, 61.24, 49.4
80340, 59.8, 61.39, 49.3
80400, 59.8, 61.45, 49.3
80460, 59.8, 61.45, 49.3
80520, 59.8, 61.45, 49.3
80580, 59.6, 61.38, 49.3
80640, 59.5, 61.32, 49.4
80700, 59.5, 61.32, 49.5
80760, 59.5, 61.32, 49.5
80820, 59.5, 61.32, 49.4
80880, 59.5, 61.32, 49.5
80940, 59.5, 61.69, 49.5
81000, 59.5, 62.94, 49.6
81060, 59.5, 64.61, 49.4
81120, 59.5, 66, 49.3
81180, 59.5, 66.93, 49.2
81240, 59.7, 67.24, 49.2
81300, 59.7, 67.17, 49.2
81360, 60.1, 66.62, 49.2
81420, 60.7, 65.69, 49.3
81480, 61.6, 64.85, 49.3
81540, 62.4, 64.71, 49.3
81600, 62.8, 65.08, 49.3
81660, 63.1, 65.73, 49.1
81720, 63, 66.34, 48.9
81780, 62.9, 66.44, 48.7
81840, 62.7, 66.14, 48.5
81900, 62.6, 65.32, 48.5
81960, 62.6, 64.42, 48.7
82020, 62.5, 63.8, 49
82080, 62.3, 63.57, 49.2
82140, 62.1, 63.45, 49.1
82200, 61.9, 63.26, 49.1
82260, 61.7, 62.93, 49.2
82320, 61.6, 62.65, 49.1
82380, 61.5, 62.4, 49
82440, 61.3, 62.27, 49.1
82500, 61.2, 62.1, 49.2
82560, 61, 61.87, 49.3
82620, 61, 61.71, 49.2
82680, 60.9, 61.56, 49.1
82740, 60.8, 61.41, 48.9
82800, 60.7, 61.35, 48.7
82860, 60.6, 61.28, 48.6
82920, 60.5, 61.15, 48.5
82980, 60.4, 60.83, 48.3
83040, 60.2, 60.51, 48.2
83100, 59.9, 60.15, 48.2
83160, 59.7, 59.82, 48.1
83220, 59.3, 59.52, 48.2
83280, 58.9, 59.23, 48.3
83340, 58.5, 58.96, 48.3
83400, 58.1, 58.73, 48.2
83460, 57.8, 58.67, 48.3
83520, 57.5, 58.67, 48.4
83580, 57.3, 58.83, 48.5
83640, 57.3, 58.97, 48.7
83700, 57.2, 59.41, 48.8
83760, 57.3, 60.07, 48.9
83820, 57.6, 60.75, 48.8
83880, 58, 61.36, 48.6
83940, 58.5, 61.9, 48.6
84000, 58.8, 62.4, 48.3
84060, 59.3, 62.86, 48.3
84120, 59.6, 63.24, 48.2
84180, 59.8, 63.39, 48.1
84240, 59.9, 63.5, 48.1
84300, 60, 63.36, 48.1
84360, 60.1, 63.15, 48.1
84420, 60.3, 62.89, 48
84480, 60.3, 62.77, 47.8
84540, 60.4, 62.6, 47.7
84600, 60.4, 62.47, 47.7
84660, 60.4, 62.34, 47.7
84720, 60.4, 62.21, 47.7
84780, 60.4, 62.15, 47.6
84840, 60.3, 62.08, 47.5
84900, 60.3, 61.95, 47.4
84960, 60.3, 61.83, 47.3
85020, 60.3, 61.78, 47.3
85080, 60.3, 61.78, 47.3
85140, 60.3, 61.78, 47.2
85200, 60.3, 61.78, 47.2
85260, 60.3, 61.78, 47.3
85320, 60.3, 61.67, 47.3
85380, 60.3, 61.61, 47.3
85440, 60.1, 61.48, 47.2
85500, 60.1, 61.36, 47.2
85560, 60.1, 61.31, 47.1
85620, 60.1, 61.25, 47.1
85680, 60.1, 61.25, 47.2
85740, 60, 61.19, 47.2
85800, 60, 61.14, 47.2
85860, 60, 61.09, 47.2
85920, 60, 61.09, 47.2
85980, 60, 61.09, 47.2
86040, 60, 61.09, 47.3
86100, 60, 61.09, 47.4
86160, 60, 61.14, 47.5
86220, 60, 61.14, 47.5
86280, 60, 61.14, 47.4
86340, 60, 61.08, 47.2
86400, 60, 60.69, 47.1
